OBJECTID,NA_ID,ACRES,NA_NAME,OWNER,R_RATING,C_RATING,TOP_RATING,DATA_DATE
255,1466,2758.12,Lockwoods Folly River Tidal Wetlands,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
256,2060,360.96,Scippio Swamp Ridge and Swale,PRV,R3 (High),C4 (Moderate),High,2021/01/22
257,1431,475.75,Dillard Canyon and Cliffs,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
258,1569,20.11,Grassy Branch Falls,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
259,542,3.65,East Laport River Islands,PRV,R3 (High),C5 (General),High,2021/01/22
260,1226,2442.55,Mount Lyn Lowry/Campbell Creek,"CTNC, PRV, TCF, USNPS",R3 (High),C1 (Exceptional),Exceptional,2021/01/22
261,3246,60.45,SAV/Chattooga River Aquatic Habitat,PW,R2 (Very High),C4 (Moderate),Very High,2021/01/22
262,758,2270.85,Bob's Creek Pocket Wilderness,PRV,R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
263,3260,19.21,Bennett Hardpan,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
264,2034,72.12,Coward Knob and Judaculla Cliffs,PRV,R3 (High),C4 (Moderate),High,2021/01/22
265,206,100.8,Winnie Moore Bay Flatwoods,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
266,678,67.59,Parkers Landing Sand Ridge,PRV,R3 (High),C4 (Moderate),High,2021/01/22
267,419,87.98,Lizzie Mountain,NCWRC,R5 (General),C5 (General),General,2021/01/22
268,405,194.42,Pine Road Swamp,USDOD,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
269,1100,704.12,Taylor Road Natural Area,USDOD,R3 (High),C4 (Moderate),High,2021/01/22
270,1451,1376.96,Cedar Cliff/Little Cedar Mountain,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
271,630,1.79,Ivestor Gap Cranberry Seep,USFS,R5 (General),C4 (Moderate),Moderate,2021/01/22
272,1192,65.73,Lum Hall Forests,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
273,936,778.36,Snowbird Creek/Cedar Cliff,USFS,R3 (High),C4 (Moderate),High,2021/01/22
274,928,373.49,Sturgeon Creek Tidal Wetlands,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
275,489,4.41,Wagram Borrow Pit,NCDOT,R5 (General),C4 (Moderate),Moderate,2021/01/22
276,1224,1084.29,Dix Creek/Cold Mountain,"NCWRC, PRV, USFS",R2 (Very High),C2 (Very High),Very High,2021/01/22
277,667,49.77,Harmony Woods,PRV,R3 (High),C5 (General),High,2021/01/22
278,1463,251.72,Salt Bin/Mount Sterling Creek Yellowwood Slopes,USFS,R1 (Exceptional),C5 (General),Exceptional,2021/01/22
279,550,225.61,Panther Branch Cove,PRV,R3 (High),C4 (Moderate),High,2021/01/22
280,1217,106.96,Pigeon Ford Rare Species Habitat,USFS,R2 (Very High),C4 (Moderate),Very High,2021/01/22
281,1233,1409.56,Shiny Creek Watershed,LOCAL,R4 (Moderate),C3 (High),High,2021/01/22
282,788,4216.22,Green River Headwaters,PRV,R2 (Very High),C2 (Very High),Very High,2021/01/22
283,1484,231.41,Dry Branch Wetland,NCFS,R4 (Moderate),C3 (High),High,2021/01/22
284,1773,686.22,Joanna Mountain,NCFS,R4 (Moderate),C3 (High),High,2021/01/22
285,406,65.39,Long Rock,NCFS,R5 (General),C4 (Moderate),Moderate,2021/01/22
286,102,850.64,Grassy Mountain,"NCFS, PRV",R2 (Very High),C2 (Very High),Very High,2021/01/22
287,198,23.07,Naked Place Mountain,USFS,R3 (High),C5 (General),High,2021/01/22
288,1734,42.16,Salt Bin Bluffs,USFS,R3 (High),C4 (Moderate),High,2021/01/22
289,906,916.59,Alligator Branch Sandhill and Flatwoods,PRV,R5 (General),C5 (General),General,2021/01/22
290,1423,138.39,Neils Eddy Landing,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
291,1419,415.53,Shallotte Creek Sandhills,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
292,2073,37.69,Friday Meadow,"CLC, PRV",R5 (General),C5 (General),General,2021/01/22
293,505,289.28,Sweetwater Creek/Trent River Natural Area,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
294,1327,10.98,Soco Falls,"CHER, PRV",R5 (General),C5 (General),General,2021/01/22
295,2047,1024.52,Gum Swamp Lake and Tributaries,NCWRC,R3 (High),C2 (Very High),Very High,2021/01/22
296,224,493.87,Laurel Hill Annual Burn,NCWRC,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
297,439,50.21,Fourth Creek Floodplain Pool,LTCNC,R3 (High),C5 (General),High,2021/01/22
298,500,672.47,Cedar Cliff/Warrior Mountains,"PAC, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
299,440,31.03,Rock Grove Church Granite Outcrops,PRV,R3 (High),C4 (Moderate),High,2021/01/22
300,161,165.33,Laurel Hill Flats,NCWRC,R3 (High),C3 (High),High,2021/01/22
301,695,252.29,Cedar Cliff Knob,USFS,R3 (High),C4 (Moderate),High,2021/01/22
302,1059,171.18,Stecoah Gap Cove Forests,"PRV, USFS",R2 (Very High),C2 (Very High),Very High,2021/01/22
303,2070,116.51,Lake Norman State Park Natural Areas,NCDPR,R3 (High),C4 (Moderate),High,2021/01/22
304,2071,73.55,Billfinger Road Flatwoods,USFS,R3 (High),C4 (Moderate),High,2021/01/22
305,218,122.91,North Topsail Beach Maritime Forest,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
306,388,88.93,Little Creek Bittercress Site,PRV,R1 (Exceptional),C5 (General),Exceptional,2021/01/22
307,67,2325.8,Currie Road/Crawford Lake Road Sandhills,"NCWRC, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
308,1993,1174.59,Flat Top Mountain/Swannanoa Cove,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
309,103,276.87,Tarkiln Mountain/Grassy Creek Gorge,NCFS,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
310,1472,824.44,Stone Mountain/Rocky Ridge,"NCFS, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
311,1133,3.8,Jim Creek Springhead,NCFS,R3 (High),C5 (General),High,2021/01/22
312,730,90.78,Turnersburg Cliffs,PRV,R3 (High),C4 (Moderate),High,2021/01/22
313,1421,13.56,Dairy Wetland,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
314,1946,89.17,Little Phoenix Forests and Glade,PRV,R5 (General),C5 (General),General,2021/01/22
315,964,400.8,Little Phoenix Mountain Forests,PRV,R5 (General),C5 (General),General,2021/01/22
316,1667,238.59,Little Peak,PRV,R5 (General),C5 (General),General,2021/01/22
317,3220,43.34,Slate Creek Forests and Powerline,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
318,913,94.2,Bell Farm Bigleaf Magnolia Slopes,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
319,458,14.82,Cedar Mountain Wetland,"NCPCP, PRV",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
320,3210,234.95,Pyrophyllite Ridge South,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
321,104,116.71,Third Creek Fen and Bottoms,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
322,1471,39.46,Church of God Basic Mesic Forest,PRV,R5 (General),C5 (General),General,2021/01/22
323,1132,22.42,Hunting Creek Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
324,731,2511.72,Camp Lejeune Browns Island,USDOD,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
325,668,16.49,Camp Lejeune Powerline Road Sandhill,USDOD,R5 (General),C5 (General),General,2021/01/22
326,1107,6.63,Camp Lejeune Old Bear Creek Road Pond,USDOD,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
327,1693,99.91,Camp Lejeune Dove Road Pocosin,USDOD,R5 (General),C3 (High),High,2021/01/22
328,914,996.04,Pasquotank River/Canal Junction Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
329,42,6.02,Cedar Rock Church Flatrock,PRV,R3 (High),C3 (High),High,2021/01/22
330,967,100.01,Camp Lejeune Marines Road Sandhills,USDOD,R2 (Very High),C4 (Moderate),Very High,2021/01/22
331,1434,333.65,Reems Creek Bowl,PRV,R5? (General?),C5 (General),General,2021/01/22
332,1719,194.03,Beaver Dam Creek Swamp,NCWRC,R2 (Very High),C4 (Moderate),Very High,2021/01/22
333,2015,49.73,Beaver Dam Vernal Pool,NCWRC,R3 (High),C3 (High),High,2021/01/22
334,1108,41.56,NC 115 Heath Bogs,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
335,1690,44.8,Cool Springs Fen,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
336,1955,33.78,Longview Road Depression Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
337,1716,86.06,Kinder Creek Dry-Mesic Oak-Hickory Forest,PRV,R5 (General),C5 (General),General,2021/01/22
338,1596,590.3,Flint Mill Hole Natural Area,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
339,723,12.23,Flat Rock Flatrock,PRV,R5 (General),C5 (General),General,2021/01/22
340,401,769.92,Salem Lake Natural Area,LOCAL,R5 (General),C5 (General),General,2021/01/22
341,1040,224.06,Grandview Overlook Slopes,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
342,696,310.21,Trivett Branch Forests and Seeps,PRV,R3 (High),C4 (Moderate),High,2021/01/22
343,1694,71.43,Steele Creek Hardwood Forest,USACE,R5 (General),C5 (General),General,2021/01/22
344,1967,21.81,Clear Creek Wetlands,USFS,R3 (High),C4 (Moderate),High,2021/01/22
345,460,290.25,Tungsten Hardwood Forests,"PRV, USACE",R5 (General),C4 (Moderate),Moderate,2021/01/22
346,385,33.54,Maple Hill School Road Savanna,PRV,R3 (High),C3 (High),High,2021/01/22
347,1261,19.65,Webbtown Road Savanna,NCDPR,R5 (General),C4 (Moderate),Moderate,2021/01/22
348,686,11.19,Winget Road Rare Plant Site,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
349,676,124.52,Scotch Meadows Bay Complex,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
350,1227,26.26,Gambill Creek Meadow,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
351,475,29.33,YAD/Barnes Creek/Poison Fork Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
352,141,5.86,Cranberry Iron Mine,PRV,R3 (High),C4 (Moderate),High,2021/01/22
353,1518,105.65,Roquist Creek Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
354,1561,3426.96,North River/Great Creek Marshes and Swamp,"NCWRC, PRV",R5 (General),C3 (High),High,2021/01/22
355,749,27.08,Jones Island/White Oak River,"NCDPR, PRV",R3 (High),C5 (General),High,2021/01/22
356,692,114.05,Ray Road Rich Forests,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
357,1203,197.97,Lackey Store/Snow Creek Forests,PRV,R3 (High),C4 (Moderate),High,2021/01/22
358,1204,55.97,Uwharrie River Boundary Bluff,USFS,R2 (Very High),C5 (General),Very High,2021/01/22
359,2055,156.64,Polly Branch Slopes,USFS,R5 (General),C5 (General),General,2021/01/22
360,810,105.94,Little Island Creek--Lick Mountain,"PRV, USFS",R2 (Very High),C4 (Moderate),Very High,2021/01/22
361,1529,44.69,Deep River Slopes near Carbonton,PRV,R5 (General),C5 (General),General,2021/01/22
362,400,81.45,Upper Little River White Cedar Stand,PRV,R5 (General),C5 (General),General,2021/01/22
363,395,74.11,Deep River/Patterson Creek Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
364,396,67.59,County Line Road White Cedar Stand,PRV,R3 (High),C5 (General),High,2021/01/22
365,1260,382.78,Christmount Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
366,1178,1078.02,Blue Ridge Assembly Natural Area,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
367,989,21.77,South Yadkin River Heath Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
368,1980,4516.94,White Oak River Marshes and Swamps,"NCWRC, PRV, USFS",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
369,177,263.8,Turkey Creek Marshes,NCDOA,R3 (High),C4 (Moderate),High,2021/01/22
370,1088,257.58,Rhodes Pond,NCWRC,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
371,2046,210.08,Nursery Lane Streamheads,NCWRC,R2 (Very High),C2 (Very High),Very High,2021/01/22
372,1775,269.85,Hitchcock Creek White Cedar Forest,"NCWRC, PRV",R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
373,389,279.27,Rocky Fork Creek Piedmont Forest,NCWRC,R2 (Very High),C5 (General),Very High,2021/01/22
374,1470,86.1,Clark Park Natural Area,"LOCAL, PRV",R5 (General),C4 (Moderate),Moderate,2021/01/22
375,748,397.32,Queens Creek Tidal Marshes,PRV,R3 (High),C4 (Moderate),High,2021/01/22
376,649,391.15,Northeast Creek Tidal Forests,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
377,797,104.47,Townsville Road Xeric Forest,"PRV, USACE",R3 (High),C4 (Moderate),High,2021/01/22
378,1426,171.99,Spewmarrow Creek Forests,"PRV, USACE",R5 (General),C4 (Moderate),Moderate,2021/01/22
379,741,199,Gilley Field Station Forests,"ASU, PRV",R5 (General),C5 (General),General,2021/01/22
380,1313,290.78,Moses Cone Park/Rich Mountain,USNPS,R5 (General),C5 (General),General,2021/01/22
381,2059,298.18,Moses Cone Park/Flat Top Mountain,USNPS,R5 (General),C5 (General),General,2021/01/22
382,753,47.32,Sims Creek Old Growth Forest,USNPS,R3 (High),C4 (Moderate),High,2021/01/22
383,209,2.19,Dutch Creek Falls,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
384,1447,308.09,Valle Mountain,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
385,1448,18.07,Rocky Face,PRV,R5 (General),C5 (General),General,2021/01/22
386,669,14.64,McDowell/Torrence Creek Confluence Slope,PRV,R3 (High),C5 (General),High,2021/01/22
387,2079,24.1,Wide Mouth Creek Conglomerate Exposure,PRV,R5 (General),C5 (General),General,2021/01/22
388,201,46.1,Shuffletown Powerline Rare Plant Site,"LOCAL, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
389,1452,136.18,Springers Point,"NCCLT, PRV, USNPS",R3 (High),C4 (Moderate),High,2021/01/22
390,124,912.68,Cliffs of the Neuse State Park,NCDPR,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
391,2080,1306.26,Fort Caswell Dunes and Marshes,"NCCLT, NCDOA, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
392,1258,60.11,South Wilmington Sandhills,LOCAL,R2 (Very High),C3 (High),Very High,2021/01/22
393,1259,356.91,Shearon Harris Longleaf Pine Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
394,1541,28.33,Heaven Rock Outcrop,PRV,R3 (High),C4 (Moderate),High,2021/01/22
395,1748,1852.45,Mackey Mountain,USFS,R2 (Very High),C5 (General),Very High,2021/01/22
396,634,31.29,Bowlin Meadow,PRV,R5 (General),C5 (General),General,2021/01/22
397,633,54.61,Peak Creek Meadow,"NCDA, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
398,1301,29.13,Elkin Creek Meadow,"NCWRC, PRV",R5 (General),C5 (General),General,2021/01/22
399,1514,24.97,Absher Meadow,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
400,1885,405.82,New Hope Overlook Bluff and Slopes,USACE,R5 (General),C5 (General),General,2021/01/22
401,1978,1204.36,Cole Mountain/Shortoff Mountain,"PRV, USFS",R3 (High),C4 (Moderate),High,2021/01/22
402,1714,32.65,Robeson Creek Depression and Hardpan,USACE,R5 (General),C4 (Moderate),Moderate,2021/01/22
403,1649,285.09,Gum Springs Church Road Slopes,USACE,R5 (General),C5 (General),General,2021/01/22
404,1544,54.64,Spewmarrow Creek Hardpan Forest,"PRV, USACE",R5 (General),C5 (General),General,2021/01/22
405,2004,1439.13,MOTSU Governors Creek Natural Area,USDOD,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
406,85,21.98,MOTSU Brunswick Forest Natural Area,USDOD,R5 (General),C4 (Moderate),Moderate,2021/01/22
407,450,25,MOTSU Three Ponds Natural Area,USDOD,R2 (Very High),C3 (High),Very High,2021/01/22
408,1202,63.15,Mulatto Mountain,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
409,1715,194.96,Juniper Bay Savanna,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
410,1650,124.57,Third Knob,PRV,R5 (General),C5 (General),General,2021/01/22
411,639,139.56,Canoe Gap Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
412,565,109.9,Nettle Knob,PRV,R5 (General),C5 (General),General,2021/01/22
413,1543,714.23,Cut Laurel Knob,USFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
414,2038,138.52,Bunton Creek Swamp,NCSU,R2 (Very High),C4 (Moderate),Very High,2021/01/22
415,43,4123.74,Colerain/Cow Island Swamp and Slopes,"NCDMS, NCWRC, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
416,47,1677.13,Mush Island,PRV,R3 (High),C5 (General),High,2021/01/22
417,1087,155.88,Rocky River Corridor,PRV,R5 (General),C5 (General),General,2021/01/22
418,2045,831.15,Reed Gold Mine Forests,NCDNCR,R5 (General),C5 (General),General,2021/01/22
419,465,52.24,Cooley's Meadowrue Type Locality,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
420,1803,97.24,Snakeden Mountain,PRV,R5 (General),C5 (General),General,2021/01/22
421,2106,143,Radio Island,NCPA,R3 (High),C5 (General),High,2021/01/22
422,1214,221.11,Camp Tuscarora Sandhills,NSL,R2 (Very High),C4 (Moderate),Very High,2021/01/22
423,1673,56.81,Hannah Creek Sandhill,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
424,552,131.95,Couch Mountain,DUKE,R4 (Moderate),C5 (General),Moderate,2021/01/22
425,3249,935.03,Big Colly Creek - Singletary Lake Swamp,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
426,1550,1111.7,Stone Mountain (Locust Gap),PRV,R3 (High),C4 (Moderate),High,2021/01/22
427,446,1854.69,South Fork Laurel Creek/Dugger Mountain,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
428,2108,451.78,Big Branch Streamheads,NCWRC,R4 (Moderate),C3 (High),High,2021/01/22
429,1602,3928.14,Bear Garden,"NCWRC, PRV, TNC",R2 (Very High),C3 (High),Very High,2021/01/22
430,1801,401.73,Canetuck Loop Road Sandhills,"NCWRC, PRV",R5 (General),C4 (Moderate),Moderate,2021/01/22
431,742,2311.3,Colvins Bay,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
432,941,120.64,B.W. Wells Savanna,"NCCLT, PRV",R3 (High),C4 (Moderate),High,2021/01/22
433,1312,397.42,Shaky Bay Sandhills,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
434,2058,107.53,Surf City Maritime Forest,PRV,R3 (High),C4 (Moderate),High,2021/01/22
435,491,3673.23,Big White Bay,"NCDPR, PRV",R3 (High),C3 (High),High,2021/01/22
436,1551,217.68,Ridges Mountain,"NCZOO, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
437,32,379.75,North Deep Creek Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
438,3271,260.17,Abes Creek Forests,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
439,697,99.77,Walkers Creek Rare Plant Site,"PRV, USFS",R4 (Moderate),C5 (General),Moderate,2021/01/22
440,770,31.11,Davis Branch Floodplain,USFS,R3 (High),C4 (Moderate),High,2021/01/22
441,178,43.21,Middle Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
442,268,276.37,Rattlesnake Branch Sandhills,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
443,1131,618.42,Little Alligator Swamp,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
444,282,644.63,Goose Pond Limesinks,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
445,703,2005.08,ROA/Lower Roanoke River Aquatic Habitat,PW,R2 (Very High),C4 (Moderate),Very High,2021/01/22
446,1428,31.18,ROA/Aarons Creek Aquatic Habitat,PW,R5 (General),C5 (General),General,2021/01/22
447,740,5276.73,Conine Island,USFWS,R2 (Very High),C4 (Moderate),Very High,2021/01/22
448,1534,1604.43,Conoho Creek Slopes and Floodplain,"NCWRC, PRV,",R2 (Very High),C4 (Moderate),Very High,2021/01/22
449,1842,27997.53,CHO/Chowan River Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
450,1932,25.92,FRB/Little River Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
451,1977,54.06,Cooleemee Plantation/Yadkin River Slopes,PRV,R5? (General?),C5 (General),General,2021/01/22
452,349,168.02,Bentonville Battlefield Natural Area,"NCDNCR, PRV",R3 (High),C4 (Moderate),High,2021/01/22
453,327,803.78,Simmons Mill Pond,PRV,R3 (High),C4 (Moderate),High,2021/01/22
454,492,204.16,Creek and Corridor below Kinney Cameron Lake,NCWRC,R3 (High),C2 (Very High),Very High,2021/01/22
455,830,1362.79,Rockfish Creek Corridor,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
456,652,86.45,Long Branch Sandhills,PRV,R5 (General),C5 (General),General,2021/01/22
457,1320,81.29,Prospect Ridge White Cedar Forest,PRV,R5 (General),C5 (General),General,2021/01/22
458,1888,503.87,NEU/Trent River Aquatic Habitat,PW,R3 (High),C5 (General),High,2021/01/22
459,283,163.23,CPF/University Lake Aquatic Habitat,PW,R1 (Exceptional),C5 (General),Exceptional,2021/01/22
460,304,136.86,Paupers Island/Goodwin Creek Natural Area,"PRV, USFS",R2 (Very High),C4 (Moderate),Very High,2021/01/22
461,1461,251.05,Falling Creek Headwaters,PRV,R3 (High),C4 (Moderate),High,2021/01/22
462,1847,272.46,Gibson Pond,NCDOT,R3 (High),C3 (High),High,2021/01/22
463,98,226.78,Mount Calvert Church Powerline Seeps,PRV,R3 (High),C4 (Moderate),High,2021/01/22
464,264,69.32,Rock Ford Branch Wetland,"NCWRC, PRV",R4 (Moderate),C3 (High),High,2021/01/22
465,1245,121.3,Wiregrass Road Powerline,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
466,1962,1862.9,Mountain Creek Corridor,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
467,1499,3477.88,Crowders Mountain State Park and Vicinity,"NCDPR, PRV",R2 (Very High),C2 (Very High),Very High,2021/01/22
468,300,424.37,Hunters Creek Flatwoods,USFS,R3 (High),C3 (High),High,2021/01/22
469,608,195.98,Coast Guard Loran Station Natural Area,USCG,R2 (Very High),C4 (Moderate),Very High,2021/01/22
470,317,153.52,Mother Vineyard Natural Area,NCDNCR,R5 (General),C5 (General),General,2021/01/22
471,1345,665.72,Simms Hill/Little River Uplands,"NCDPR, PRV",R3 (High),C4 (Moderate),High,2021/01/22
472,3209,174.68,Cape Fear River Kelly Bottomlands,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
473,1535,27.53,County Line Flatrocks,PRV,R3 (High),C4 (Moderate),High,2021/01/22
474,3213,610.69,Steep Run Swamp,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
475,1935,323.6,Brown Mountain Greenstone Forests,USFS,R5 (General),C5 (General),General,2021/01/22
476,203,111.61,Upper Creek Falls Forest,USFS,R5 (General),C5 (General),General,2021/01/22
477,1180,163.31,Duggers Creek Forests,USNPS,R5 (General),C5 (General),General,2021/01/22
478,549,85.23,Island Creek Heath Bluff,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
479,1394,4.62,Friedburg Marsh,NCDOT,R5 (General),C5 (General),General,2021/01/22
480,1074,262.48,Wimberley Seeps,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
